"STATISTIC Label","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","1988 May","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 May","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 May","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 June","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","136"
"Fertiliser Price","1988 June","Urea (46% N)","Euro per Tonne","165"
"Fertiliser Price","1988 June","Granular Superphosphate (16% P)","Euro per Tonne","235"
"Fertiliser Price","1988 June","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 0-10-20","Euro per Tonne","159"
"Fertiliser Price","1988 June","Compound 0-7-30","Euro per Tonne","157"
"Fertiliser Price","1988 June","Compound 7-6-17","Euro per Tonne","224"
"Fertiliser Price","1988 June","Compound 10-10-20","Euro per Tonne","191"
"Fertiliser Price","1988 June","Compound 14-7-14","Euro per Tonne","184"
"Fertiliser Price","1988 June","Compound 18-6-12","Euro per Tonne","178"
"Fertiliser Price","1988 June","Compound 24-2.5-10","Euro per Tonne","171"
"Fertiliser Price","1988 June","Compound 27-2.5-5","Euro per Tonne","168"
"Fertiliser Price","1988 June","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 June","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 June","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 June","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 July","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","135"
"Fertiliser Price","1988 July","Urea (46% N)","Euro per Tonne","165"
"Fertiliser Price","1988 July","Granular Superphosphate (16% P)","Euro per Tonne","236"
"Fertiliser Price","1988 July","Muriate of Potash (50% K)","Euro per Tonne","170"
"Fertiliser Price","1988 July","Compound 0-10-20","Euro per Tonne","159"
"Fertiliser Price","1988 July","Compound 0-7-30","Euro per Tonne","156"
"Fertiliser Price","1988 July","Compound 7-6-17","Euro per Tonne","225"
"Fertiliser Price","1988 July","Compound 10-10-20","Euro per Tonne","191"
"Fertiliser Price","1988 July","Compound 14-7-14","Euro per Tonne","183"
"Fertiliser Price","1988 July","Compound 18-6-12","Euro per Tonne","177"
"Fertiliser Price","1988 July","Compound 24-2.5-10","Euro per Tonne","169"
"Fertiliser Price","1988 July","Compound 27-2.5-5","Euro per Tonne","166"
"Fertiliser Price","1988 July","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 July","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 July","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 July","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 August","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","133"
"Fertiliser Price","1988 August","Urea (46% N)","Euro per Tonne","163"
"Fertiliser Price","1988 August","Granular Superphosphate (16% P)","Euro per Tonne","235"
"Fertiliser Price","1988 August","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 0-10-20","Euro per Tonne","161"
"Fertiliser Price","1988 August","Compound 0-7-30","Euro per Tonne","158"
"Fertiliser Price","1988 August","Compound 7-6-17","Euro per Tonne","226"
"Fertiliser Price","1988 August","Compound 10-10-20","Euro per Tonne","191"
"Fertiliser Price","1988 August","Compound 14-7-14","Euro per Tonne","184"
"Fertiliser Price","1988 August","Compound 18-6-12","Euro per Tonne","177"
"Fertiliser Price","1988 August","Compound 24-2.5-10","Euro per Tonne","169"
"Fertiliser Price","1988 August","Compound 27-2.5-5","Euro per Tonne","165"
"Fertiliser Price","1988 August","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 August","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 August","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 August","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 September","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","133"
"Fertiliser Price","1988 September","Urea (46% N)","Euro per Tonne","165"
"Fertiliser Price","1988 September","Granular Superphosphate (16% P)","Euro per Tonne","235"
"Fertiliser Price","1988 September","Muriate of Potash (50% K)","Euro per Tonne","170"
"Fertiliser Price","1988 September","Compound 0-10-20","Euro per Tonne","164"
"Fertiliser Price","1988 September","Compound 0-7-30","Euro per Tonne","162"
"Fertiliser Price","1988 September","Compound 7-6-17","Euro per Tonne","227"
"Fertiliser Price","1988 September","Compound 10-10-20","Euro per Tonne","193"
"Fertiliser Price","1988 September","Compound 14-7-14","Euro per Tonne","185"
"Fertiliser Price","1988 September","Compound 18-6-12","Euro per Tonne","179"
"Fertiliser Price","1988 September","Compound 24-2.5-10","Euro per Tonne","169"
"Fertiliser Price","1988 September","Compound 27-2.5-5","Euro per Tonne","167"
"Fertiliser Price","1988 September","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 September","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 September","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 September","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 October","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","135"
"Fertiliser Price","1988 October","Urea (46% N)","Euro per Tonne","164"
"Fertiliser Price","1988 October","Granular Superphosphate (16% P)","Euro per Tonne","236"
"Fertiliser Price","1988 October","Muriate of Potash (50% K)","Euro per Tonne","171"
"Fertiliser Price","1988 October","Compound 0-10-20","Euro per Tonne","168"
"Fertiliser Price","1988 October","Compound 0-7-30","Euro per Tonne","166"
"Fertiliser Price","1988 October","Compound 7-6-17","Euro per Tonne","227"
"Fertiliser Price","1988 October","Compound 10-10-20","Euro per Tonne","196"
"Fertiliser Price","1988 October","Compound 14-7-14","Euro per Tonne","186"
"Fertiliser Price","1988 October","Compound 18-6-12","Euro per Tonne","181"
"Fertiliser Price","1988 October","Compound 24-2.5-10","Euro per Tonne","171"
"Fertiliser Price","1988 October","Compound 27-2.5-5","Euro per Tonne","167"
"Fertiliser Price","1988 October","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 October","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 October","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 October","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 November","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","140"
"Fertiliser Price","1988 November","Urea (46% N)","Euro per Tonne","178"
"Fertiliser Price","1988 November","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","1988 November","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 0-10-20","Euro per Tonne","172"
"Fertiliser Price","1988 November","Compound 0-7-30","Euro per Tonne","169"
"Fertiliser Price","1988 November","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 10-10-20","Euro per Tonne","202"
"Fertiliser Price","1988 November","Compound 14-7-14","Euro per Tonne","189"
"Fertiliser Price","1988 November","Compound 18-6-12","Euro per Tonne","190"
"Fertiliser Price","1988 November","Compound 24-2.5-10","Euro per Tonne","182"
"Fertiliser Price","1988 November","Compound 27-2.5-5","Euro per Tonne","179"
"Fertiliser Price","1988 November","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 November","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 November","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 November","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1988 December","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","144"
"Fertiliser Price","1988 December","Urea (46% N)","Euro per Tonne","184"
"Fertiliser Price","1988 December","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","1988 December","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 0-10-20","Euro per Tonne","175"
"Fertiliser Price","1988 December","Compound 0-7-30","Euro per Tonne","172"
"Fertiliser Price","1988 December","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 10-10-20","Euro per Tonne","206"
"Fertiliser Price","1988 December","Compound 14-7-14","Euro per Tonne","196"
"Fertiliser Price","1988 December","Compound 18-6-12","Euro per Tonne","195"
"Fertiliser Price","1988 December","Compound 24-2.5-10","Euro per Tonne","187"
"Fertiliser Price","1988 December","Compound 27-2.5-5","Euro per Tonne","182"
"Fertiliser Price","1988 December","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1988 December","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1988 December","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1988 December","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1989 January","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","145"
"Fertiliser Price","1989 January","Urea (46% N)","Euro per Tonne","185"
"Fertiliser Price","1989 January","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","1989 January","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 0-10-20","Euro per Tonne","176"
"Fertiliser Price","1989 January","Compound 0-7-30","Euro per Tonne","173"
"Fertiliser Price","1989 January","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 10-10-20","Euro per Tonne","208"
"Fertiliser Price","1989 January","Compound 14-7-14","Euro per Tonne","199"
"Fertiliser Price","1989 January","Compound 18-6-12","Euro per Tonne","195"
"Fertiliser Price","1989 January","Compound 24-2.5-10","Euro per Tonne","189"
"Fertiliser Price","1989 January","Compound 27-2.5-5","Euro per Tonne","185"
"Fertiliser Price","1989 January","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1989 January","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1989 January","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","1989 January","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","1989 February","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","145"
"Fertiliser Price","1989 February","Urea (46% N)","Euro per Tonne","189"
"Fertiliser Price","1989 February","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","1989 February","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 0-10-20","Euro per Tonne","176"
"Fertiliser Price","1989 February","Compound 0-7-30","Euro per Tonne","173"
"Fertiliser Price","1989 February","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 10-10-20","Euro per Tonne","208"
"Fertiliser Price","1989 February","Compound 14-7-14","Euro per Tonne","199"
"Fertiliser Price","1989 February","Compound 18-6-12","Euro per Tonne","196"
"Fertiliser Price","1989 February","Compound 24-2.5-10","Euro per Tonne","191"
"Fertiliser Price","1989 February","Compound 27-2.5-5","Euro per Tonne","188"
"Fertiliser Price","1989 February","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 8-5-18","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 20-4-10","Euro per Tonne",""
"Fertiliser Price","1989 February","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","1989 February","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","1989 February","Compound 19-0-15","Euro per Tonne",""
